question_id,answer_id,question_text,question_score,pmid,pmtitle
81621,81624,Why does B12 deficiency enlarge red blood cells?,1,16988104,
81637,81640,Alcohol effect on heart and vascular system,1,24891935,Alcohol-induced hypertension: Mechanism and prevention.
81637,81640,Alcohol effect on heart and vascular system,1,6116043,Alcohol-induced hypertension.
81639,81647,About embryonic and genetic evidence of evolution?,1,12618371,The genetic core of the universal ancestor.
81656,81659,How many phosphates are in the 5&#39; end of a DNA strand?,1,19540940,Mechanism and evolution of DNA primases.
81656,81659,How many phosphates are in the 5&#39; end of a DNA strand?,1,18835809,Polymerase dynamics at the eukaryotic DNA replication fork.
81667,81680,Where do the lysines come from during ubiquitination?,1,25306923,Mechanism of polyubiquitination by human anaphase-promoting complex: RING repurposing for ubiquitin chain assembly.
81667,81680,Where do the lysines come from during ubiquitination?,1,21965653,E3 ligases determine ubiquitination site and conjugate type by enforcing specificity on E2 enzymes.
81848,81852,How do DNA viruses keep themselves in the nucleus without inserting themselves into genome?,1,28819012,How herpesviruses pass on their genomes.
81932,81944,Transformation of a multicellular organism,1,12626681,"Agrobacterium-mediated plant transformation: the biology behind the ""gene-jockeying"" tool."
82046,84054,Does eating nonsalty food with MSG make you thirsty?,1,18499200,"Relationships between human thirst, hunger, drinking, and feeding."
82073,82077,Can MHC class I be used for presenting peptides of extracellular origin by non-professional APCs?,1,24782858,Understanding the biology of antigen cross-presentation for the design of vaccines against cancer.
82073,82077,Can MHC class I be used for presenting peptides of extracellular origin by non-professional APCs?,1,30666258,
82176,82352,Why are there three stop codons but only one start codon?,1,27578810,
82234,82238,Has an ectopic pregnancy&#39;s blastocyst ever been made to implant?,1,7947511,
82234,82238,Has an ectopic pregnancy&#39;s blastocyst ever been made to implant?,1,7787632,
82585,82592,What is a &quot;pan-specific&quot; antibody?,1,23708076,A pan-specific antibody for direct detection of protein histidine phosphorylation.
82632,82668,Do the left half and right halves of the diaphragm undergo the same displacement during breathing?,1,28639940,Genetic specification of left-right asymmetry in the diaphragm muscles and their motor innervation.
82632,82668,Do the left half and right halves of the diaphragm undergo the same displacement during breathing?,1,27574419,Manual evaluation of the diaphragm muscle.
82887,82907,Where does the gluteus medius attach to the greater trochanter compared to the gluteus minimus attachment?,1,26535335,Surgically Relevant Bony and Soft Tissue Anatomy of the Proximal Femur.
82887,82907,Where does the gluteus medius attach to the greater trochanter compared to the gluteus minimus attachment?,1,18245587,Morphology of the bursae associated with the greater trochanter of the femur.
84032,84079,"In marine DNA viral diversity studies, what would &quot;paradigm of rampant mosaicism&quot; refer to?",1,10860721,Genomic sequences of bacteriophages HK97 and HK022: pervasive genetic mosaicism in the lambdoid bacteriophages.
84034,84064,Phenotypes caused by mutations in mitochondrial DNA?,1,15861210,Mitochondrial DNA mutations in human disease.
84047,84063,When do the first neurons appear in humans?,1,27803058,Development of the neurons controlling fertility in humans: new insights from 3D imaging and transparent fetal brains.
84073,84076,Is &quot;muscular attachment&quot; synonymous to tendon? (when talking about the insertion of glutei medius and minimus to greater trochanter of the femur),1,16637873,Where tendons and ligaments meet bone: attachment sites ('entheses') in relation to exercise and/or mechanical load.
84251,84266,Is there natural occurrence of induced pluripotency / expression of Yamanaka factors and what is the evolutionary explanation of that?,1,20089153,Regeneration and reprogramming compared.
84251,84266,Is there natural occurrence of induced pluripotency / expression of Yamanaka factors and what is the evolutionary explanation of that?,1,19384853,Expression of stem cell pluripotency factors during regeneration in newts.
84251,84266,Is there natural occurrence of induced pluripotency / expression of Yamanaka factors and what is the evolutionary explanation of that?,1,21930787,Distinct functions of Sox2 control self-renewal and differentiation in the osteoblast lineage.
84251,84266,Is there natural occurrence of induced pluripotency / expression of Yamanaka factors and what is the evolutionary explanation of that?,1,23290134,The sox family of transcription factors: versatile regulators of stem and progenitor cell fate.
84251,84266,Is there natural occurrence of induced pluripotency / expression of Yamanaka factors and what is the evolutionary explanation of that?,1,25126380,"Sox2, a key factor in the regulation of pluripotency and neural differentiation."
84385,84389,How are haplotype blocks different from genes?,1,11586303,Intensely punctate meiotic recombination in the class II region of the major histocompatibility complex.
84431,84434,What do lower case nucleotides mean in this gene sequence?,1,3887408,Consensus sequence for Escherichia coli heat shock gene promoters.
84451,84460,Meaning of letter &quot;c&quot; in description of mutation: &quot;Homozygous c.195C&gt;G; (p.Cys65Trp)&quot;,1,17251329,Standard mutation nomenclature in molecular diagnostics: practical and educational challenges.
84468,84473,Can something cause both breaks and cross-links in DNA?,1,17329374,Mechanism of the formation of DNA-protein cross-links by antitumor cisplatin.
84468,84473,Can something cause both breaks and cross-links in DNA?,1,24874729,"Systems biology of cisplatin resistance: past, present and future."
84468,85032,Can something cause both breaks and cross-links in DNA?,1,11342214,Crosslinking of the complementary strands of DNA by UV light: dependence on the oligonucleotide composition of the UV irradiated DNA.
84468,85032,Can something cause both breaks and cross-links in DNA?,1,22941639,UVA-induced DNA double-strand breaks result from the repair of clustered oxidative DNA damages.
84501,84522,Do all restriction enzymes have palindromic recognition sites?,1,11557805,Structure and function of type II restriction endonucleases.
84557,84575,Are there any examples of information compression in nature?,1,1814364,"Ribosomal frameshifting, jumping and readthrough."
84557,84575,Are there any examples of information compression in nature?,1,5969078,
84716,84719,Is there a scientific explanation for male and female fragrance preferences?,1,16137255,Preference for human body odors is influenced by gender and sexual orientation.
84773,84779,"If one of eyes is blind, can that eye still feel pain?",1,29599653,Corneal Innervation and Sensation: The Eye and Beyond.
84861,84869,Is it better to receive a certain dose of radition gradually or all at once?,1,27266588,"The role of dose rate in radiation cancer risk: evaluating the effect of dose rate at the molecular, cellular and tissue levels using key events in critical pathways following exposure to low LET radiation."
84959,84969,How can space travel affect women’s fertility?,1,25401943,Effects of sex and gender on adaptations to space: reproductive health.
84984,87854,How important is getting enough glucose for maximal brain performance / cognition?,1,24495563,An intermittent exhaustion of the pool of glycogen in the human organism as a simple universal health promoting mechanism.
84984,87854,How important is getting enough glucose for maximal brain performance / cognition?,1,9537627,"Breakfast, blood glucose, and cognition."
84996,84998,Why do people say that smallpox has been eradicated?,1,18065629,
85056,85185,Application of molecular dynamics simulation (or alternatives) for the full pathways of protein interactions?,1,26885640,Multiscale Modeling in the Clinic: Drug Design and Development.
85150,85162,Is there evidence that children should play in dirt to get healthy?,1,17544829,Epidemiological and immunological evidence for the hygiene hypothesis.
85221,85699,Why are mammals the only animals with pinnae / outer ears?,1,22686855,Evolution of the mammalian middle ear and jaw: adaptations and novel structures.
85274,85279,What is the subcellular location of synthesis of non-essential amino-acids?,1,26126273,Who discovered messenger RNA?
85274,85286,What is the subcellular location of synthesis of non-essential amino-acids?,1,18267298,Reconstruction of pathways associated with amino acid metabolism in human mitochondria.
85332,85342,What would happen if VEGF was injected into a person?,1,18210954,Phase I trial on the safety of topical rhVEGF on chronic neuropathic diabetic foot ulcers.
85463,85465,Question about alternative polyadenylation,1,21925375,Mechanisms and consequences of alternative polyadenylation.
85634,85660,How many different species have existed on Earth?,1,11542058,Biological extinction in earth history.
85634,85660,How many different species have existed on Earth?,1,21886479,How many species are there on Earth and in the ocean?
85650,85672,Is the Lucy fossil really what scientists claim it is?,1,26058822,Lucy's back: Reassessment of fossils associated with the A.L. 288-1 vertebral column.
85779,85782,"Laparoscopic surgery: Why did the gas cause pain in my shoulder, and how did it escape my body?",1,26730030,Shoulder Tip Pain Following Laparoscopic Cholecystectomy-a Randomized Control Study to Determine the Cause.
85798,85800,Jungle blindness?,1,26257869,Integration and scaling of UV-B radiation effects on plants: from DNA to leaf.
85839,85850,Why can early embryos survive freezing?,1,24779007,Cryopreservation of embryos and oocytes in human assisted reproduction.
85950,85955,Is bacillus strain 2-9-3 really 250 million year old?,1,11057666,Isolation of a 250 million-year-old halotolerant bacterium from a primary salt crystal.
86001,86013,Growth rate oscillation in the a population of non-interacting bacteria,1,26129844,Models in biology: lessons from modeling regulation of the eukaryotic cell cycle.
86035,86064,Are casein proteins in UHT milk digestable for infants or toddlers?,1,26713355,Personalizing protein nourishment.
86100,86106,Is the quiescent centre only found in monocot roots?,1,9427641,Root development: quiescent center not so mute after all.
86163,86165,Difference between &quot;controlled release&quot; vs &quot;prolonged release&quot;,1,12073283,[A practical study of the efficacy of a delayed-action preparation of carbamazepine (Tegretol CR 400) in the treatment of patients with partial epilepsy ].
86176,86180,What are the differences between mammal and insect digestion of cellulose?,1,23720328,Comparative digestive physiology.
86214,86223,"General Enhancer Questions (Methylation Patterns, ect.)",1,23503198,Enhancers: five essential questions.
86214,86223,"General Enhancer Questions (Methylation Patterns, ect.)",1,29233090,DNA methylation regulates discrimination of enhancers from promoters through a H3K4me1-H3K4me3 seesaw mechanism.
86246,86250,Why is the ability of a virus to get crystallized considered as a &quot;Non living feature of a virus&quot;?,1,20198436,Defining life: the virus viewpoint.
86266,86269,Software to model and analyse protein–ligand interactions,1,27032335,Molecular characterization of a family 5 glycoside hydrolase suggests an induced-fit enzymatic mechanism.
86370,86627,Why do mutations not take place in mRNA of higher eukaryotes?,1,26884158,Conserved rates and patterns of transcription errors across bacterial growth states and lifestyles.
86370,86627,Why do mutations not take place in mRNA of higher eukaryotes?,1,24847077,Precise estimates of mutation rate and spectrum in yeast.
86370,86627,Why do mutations not take place in mRNA of higher eukaryotes?,1,26145732,A functional perspective on phenotypic heterogeneity in microorganisms.
86405,86620,Are tumor-associated antigens unique to cancerous cells?,1,27471684,Cancer testis antigen and immunotherapy.
86405,86620,Are tumor-associated antigens unique to cancerous cells?,1,24103781,"Analysis of GAGE, NY-ESO-1 and SP17 cancer/testis antigen expression in early stage non-small cell lung carcinoma."
86581,86588,Is variation a result of Evolution?,1,21044758,Fine tuning gene expression: the epigenome.
86581,86590,Is variation a result of Evolution?,1,17917874,Mutation as a stress response and the regulation of evolvability.
88012,88574,Are there any proteins not found in the brain that are affected by prions?,1,21481020,Prions and protein-folding diseases.
88406,88408,Human Anatomy and Physiology - The Muscoskeletal System,1,24562850,Free vascularised fibular grafts in orthopaedics.
88406,88408,Human Anatomy and Physiology - The Muscoskeletal System,1,17568822,The use of free autogenous rib grafts in maxillofacial reconstruction.
88406,88408,Human Anatomy and Physiology - The Muscoskeletal System,1,9151163,Mandibular bone graft in the anterior maxilla for single-tooth implants. Presentation of surgical method.
88406,88408,Human Anatomy and Physiology - The Muscoskeletal System,1,28979589,Ulna Autograft for Wrist Arthrodesis: A Novel Approach in Failed Wrist Arthoplasty.
88610,88627,What advantage does lactose have as the main sugar in milk?,1,19439024,The origin and evolution of lactation.
88871,88877,Analysis of post transplantation lineage tags,1,15456893,Mutational analysis of the N-terminal DNA-binding domain of sleeping beauty transposase: critical residues for DNA binding and hyperactivity in mammalian cells.
88871,88877,Analysis of post transplantation lineage tags,1,11812277,Stringent control of gene expression in vivo by using novel doxycycline-dependent trans-activators.
88871,88877,Analysis of post transplantation lineage tags,1,1660837,Efficient selection for high-expression transfectants with a novel eukaryotic vector.
88875,88881,How do cis-regulatory elements and trans-regulatory elements behave differently?,1,22649083,Comparing enhancer action in cis and in trans.
89010,89050,Could tumor cells have normal genomic profiles?,1,29494651,A streamlined workflow for single-cells genome-wide copy-number profiling by low-pass sequencing of LM-PCR whole-genome amplification products.
89010,89050,Could tumor cells have normal genomic profiles?,1,11867759,Targeted point mutations of p53 lead to dominant-negative inhibition of wild-type p53 function.
89015,89019,What prevents mRNAs that are localized to a specific part of the cell from being translated before they reach their destination?,1,26151724,Localized translation near the mitochondrial outer membrane: An update.
89015,89019,What prevents mRNAs that are localized to a specific part of the cell from being translated before they reach their destination?,1,19023284,Translational control of localized mRNAs: restricting protein synthesis in space and time.
89078,89081,PCR markers for C57B6,1,18032724,Genomic copy number and expression variation within the C57BL/6J inbred mouse strain.
89078,89081,PCR markers for C57B6,1,21390289,
89109,89110,Is mucus significantly affected by the presence of ions?,1,26115565,Targeting ion channels in cystic fibrosis.
89337,89341,What are the implications/predictions of the selfish gene theory?,1,29491953,Selfish genetic elements and the gene's-eye view of evolution.
89362,89380,what is the princlple of using DMS (Dimethylsulphate) for structural analysis of rRNA?,1,20946772,Probing RNA structure within living cells.
89382,89397,Is sex a spectrum?,1,21237769,Alternative reproductive strategies and tactics: diversity within sexes.
89382,89397,Is sex a spectrum?,1,1634224,"Sex determination and sex reversal: genotype, phenotype, dogma and semantics."
89382,89513,Is sex a spectrum?,1,19875493,Determination and stability of gonadal sex.
89382,89513,Is sex a spectrum?,1,30010735,Circulating Testosterone as the Hormonal Basis of Sex Differences in Athletic Performance.
89382,89513,Is sex a spectrum?,1,26510959,Serum Total Testosterone Concentrations in the US Household Population from the NHANES 2011-2012 Study Population.
89488,89490,What evolutionary advantages does a longer muzzle have against a shorter muzzle and vice versa,1,29925620,The biomechanics of foraging determines face length among kangaroos and their relatives.
89488,89523,What evolutionary advantages does a longer muzzle have against a shorter muzzle and vice versa,1,5445187,
89541,89542,Neuron stimulation experiments,1,9136763,"Reconstructing the engram: simultaneous, multisite, many single neuron recordings."
89598,89603,KRAS gene and K-Ras Mutations,1,26985062,RAS isoforms and mutations in cancer at a glance.
89598,89603,KRAS gene and K-Ras Mutations,1,2833817,Guanosine triphosphatase activating protein (GAP) interacts with the p21 ras effector binding domain.
89657,89663,What happens to the molecules of the pathogens after phagocytosis?,1,25668017,Lysosomal physiology.
89777,89875,Differences between neurotransmitters and neuromodulators,1,24907657,Neuromodulation of neurons and synapses.
89777,89875,Differences between neurotransmitters and neuromodulators,1,21385606,Neuromodulatory function of neuropeptides in the normal CNS.
89787,89791,Does the Human Eye White Balance?,1,24278692,The visual effects of intraocular colored filters.
89958,90540,Can Coronaviridae mutate into something as dangerous as Flioviridae?,1,17526158,"The origin and virulence of the 1918 ""Spanish"" influenza virus."
90030,90042,How does an antisense RNA molecule restore protein function in CF patients?,1,15148387,Reversal of cystic fibrosis phenotype in a cultured Delta508 cystic fibrosis transmembrane conductance regulator cell line by oligonucleotide insertion.
90055,90056,How to obtain raphides from plants?,1,24621613,Synergistic defensive function of raphides and protease through the needle effect.
90174,90493,Is there any disease in common between human and insects?,1,24296346,Host specificity of bacterial pathogens.
90174,90493,Is there any disease in common between human and insects?,1,23737061,Virus-receptor interactions and receptor-mediated virus entry into host cells.
90175,90185,What is meant by translational repression by an upstream open reading frame?,1,12466534,An upstream open reading frame impedes translation of the huntingtin gene.
90175,90185,What is meant by translational repression by an upstream open reading frame?,1,26896445,Upstream ORFs are prevalent translational repressors in vertebrates.
90363,90390,How does the age of a parent affect the chances of occurrence of certain genetically transmitted diseases?,1,28002456,Parental Age of Onset of Cardiovascular Disease as a Predictor for Offspring Age of Onset of Cardiovascular Disease.
90363,90390,How does the age of a parent affect the chances of occurrence of certain genetically transmitted diseases?,1,22926440,Maternal age and offspring adult health: evidence from the health and retirement study.
90402,90405,"In the notch signaling pathway, what is Fringe activating?",1,12486116,Fringe modifies O-fucose on mouse Notch1 at epidermal growth factor-like repeats within the ligand-binding site and the Abruptex region.
90475,90507,How does high-intensity aerobic exercise affect the brain?,1,29765853,"The Effects of Acute Exercise on Mood, Cognition, Neurophysiology, and Neurochemical Pathways: A Review."
90475,90507,How does high-intensity aerobic exercise affect the brain?,1,11148895,"Effects of physical exercise on anxiety, depression, and sensitivity to stress: a unifying theory."
90475,90507,How does high-intensity aerobic exercise affect the brain?,1,18043762,
90522,90523,How does new species come into existence?,1,17652131,Distinguishing species.
90713,90716,When does LH surge actually occur?,1,20852722,Physiology and Endocrinology of the Ovarian Cycle in Macaques.
90713,90728,When does LH surge actually occur?,1,18006629,"Gonadotropin-releasing hormone neuron requirements for puberty, ovulation, and fertility."
90719,90727,"If someone with &quot;XO&quot; is one of the identical twins with the other twin as male, then what would the sex chromosome of the other twin be?",1,27315788,MCDA twins with discordant malformations: submicroscopic chromosomal anomalies detected by chromosomal microarray analysis and clinical outcomes.
90791,90794,"If mutations are random, why do antibiotics &#39;cause&#39; resistance?",1,9872979,Models of molecular evolution and phylogeny.
90791,90794,"If mutations are random, why do antibiotics &#39;cause&#39; resistance?",1,27091991,Antibiotic treatment enhances the genome-wide mutation rate of target cells.
90791,90794,"If mutations are random, why do antibiotics &#39;cause&#39; resistance?",1,30409883,Heterogeneity in efflux pump expression predisposes antibiotic-resistant cells to mutation.
90791,90794,"If mutations are random, why do antibiotics &#39;cause&#39; resistance?",1,30647458,
90791,90794,"If mutations are random, why do antibiotics &#39;cause&#39; resistance?",1,27080241,"Distinguishing between resistance, tolerance and persistence to antibiotic treatment."
90930,90942,How can a virus be determined to cause a disease?,1,16559982,
90930,90942,How can a virus be determined to cause a disease?,1,19016439,Growth and maintenance of Vero cell lines.
90982,90983,Can a gene be split between different genomic locations several kb appart?,1,15217358,Distributions of exons and introns in the human genome.
92262,92280,Why is glycerol the backbone of fat?,1,25870720,On the meaning of chance in biology.
92262,92280,Why is glycerol the backbone of fat?,1,23864121,Evolutionary biochemistry: revealing the historical and physical causes of protein properties.
92279,92295,Why/How do Cyanobacteria Produce Toxins?,1,23807545,Interpreting the possible ecological role(s) of cyanotoxins: compounds for competitive advantage and/or physiological aide?
92407,92412,How likely is to develop an infection from a single virion entering a single cell?,1,19324752,An experimental test of the independent action hypothesis in virus-insect pathosystems.
92418,92423,What current evidence supports the use of hydroxycloroquine used as a prophylactic for (corona)-viral infections?,1,8565026,Hydroxychloroquine treatment of patients with human immunodeficiency virus type 1.
92418,92423,What current evidence supports the use of hydroxycloroquine used as a prophylactic for (corona)-viral infections?,1,25321315,Hydroxychloroquine-inhibited dengue virus is associated with host defense machinery.
92562,93077,What determines if a small protein / large peptide is immunogenic?,1,27442127,Host-Pathogen Coevolution and the Emergence of Broadly Neutralizing Antibodies in Chronic Infections.
92562,93077,What determines if a small protein / large peptide is immunogenic?,1,21487506,"Immunogenicity of protein therapeutics: The key causes, consequences and challenges."
92562,93077,What determines if a small protein / large peptide is immunogenic?,1,2460640,Minimum requirements for immunogenic and antigenic activities of homologs of a synthetic peptide of influenza virus hemagglutinin.
92753,92760,why does translation occur more frequently than transcription?,1,20671182,Quantifying E. coli proteome and transcriptome with single-molecule sensitivity in single cells.
92901,92934,Non-radioactive nucleotide labeling compatible with reverse transcriptase?,1,19057663,APOBEC3G inhibits elongation of HIV-1 reverse transcripts.
92907,92908,Are there any drugs that target the lipid envelope of viruses?,1,21193846,Targeting cell entry of enveloped viruses as an antiviral strategy.
93075,93082,Can untargeted metabolomics detect epigenomic changes such as methylation?,1,22768835,Metabolic regulation of epigenetics.
93171,93173,What is the principle behind Microagglutination test (MAT)?,1,24510846,Leptospirosis serodiagnosis by the microscopic agglutination test.
2704,2712,Are there examples of the green beard effect in humans?,0,12511650,Single-gene greenbeard effects in the social amoeba Dictyostelium discoideum.
2704,2712,Are there examples of the green beard effect in humans?,0,16651531,"Self-recognition, color signals, and cycles of greenbeard mutualism and altruism."
2704,2712,Are there examples of the green beard effect in humans?,0,19013280,FLO1 is a variable green beard gene that drives biofilm-like cooperation in budding yeast.
6851,6853,How might one determine if bacteria are nitrogen fixing or not?,0,5237501,
7163,7164,Which range are the Therapeutic Indices of Currently-Prescribed Benzodiazepines in?,0,17352523,Drug therapy in dental practice: general principles. Part 2 - pharmacodynamic considerations.
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,9626554,"Prolactin (PRL) and its receptor: actions, signal transduction pathways and phenotypes observed in PRL receptor knockout mice."
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,5529881,
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,1175088,"Stress response patterns of plasma corticosterone, prolactin, and growth hormone in the rat, following handling or exposure to novel environment."
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,6326176,"Comparison of stress response in male and female rats: pituitary cyclic AMP and plasma prolactin, growth hormone and corticosterone."
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,11312305,Anxiolytic and anti-stress effects of brain prolactin: improved efficacy of antisense targeting of the prolactin receptor by molecular modeling.
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,17432967,Chronic intracerebral prolactin attenuates neuronal stress circuitries in virgin rats.
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,16917019,Possible inhibitory role of prolactin-releasing peptide for ACTH release associated with running stress.
7211,7213,Are lactic acid and prolactin rise after exercise connected?,0,23053124,The impact of increased blood lactate on serum S100B and prolactin concentrations in male adult athletes.
7462,7467,"Does the Enzyme Monoamine Oxidase, Isoenzyme A have an allosteric modulatory site?",0,9222546,"Inhibition of monoamine oxidase A and B activities by imidazol(ine)/guanidine drugs, nature of the interaction and distinction from I2-imidazoline receptors in rat liver."
7716,8036,Which Enzymes Catalyse the Deacetylation of Drugs in the Human Body?,0,12773168,Human carboxylesterase 1: from drug metabolism to drug discovery.
7723,7725,How Common are Paraneoplastic Syndromes in Cancer Patients?,0,20810794,Paraneoplastic syndromes: an approach to diagnosis and treatment.
9003,9005,How do you remove DNA/RNA from plastics?,0,16182949,Use of bleach to eliminate contaminating DNA from the surface of bones and teeth.
9609,9612,All or none phenomenon,0,16465469,Physiological consequences of thin filament cooperativity for vertebrate striated muscle contraction: a theoretical study.
9609,9612,All or none phenomenon,0,10517814,Fast skeletal muscle troponin T increases the cooperativity of transgenic mouse cardiac muscle contraction.
9609,9612,All or none phenomenon,0,11964067,Cross-bridge cooperativity during isometric contraction and unloaded shortening of skeletal muscle.
10036,10038,What determines the size and shape of a cell?,0,15589139,How cells coordinate growth and division.
10041,10047,Why are human eye colours limited?,0,11033038,The role of oxidative stress in the pathogenesis of age-related macular degeneration.
10075,10077,What is it the most common reason for community acquired pneumonia?,0,23481110,Approach to common bacterial infections: community-acquired pneumonia.
10075,10077,What is it the most common reason for community acquired pneumonia?,0,22688530,Pneumonia in frail older patients: an up to date.
10301,10302,Is forced cell growth related to apoptosis?,0,1419002,Disrupted cerebellar cortical development and progressive degeneration of Purkinje cells in SV40 T antigen transgenic mice.
10301,10302,Is forced cell growth related to apoptosis?,0,22869892,A role for apoptosis-inducing factor in T cell development.
10465,10481,DAT1 dopamine and cocaine binding,0,18568020,The binding sites for cocaine and dopamine in the dopamine transporter overlap.
11013,11050,Growth Hormone and diabetes,0,3053958,The role of growth hormone in diabetes mellitus.
11013,11050,Growth Hormone and diabetes,0,8300053,Growth hormone and diabetes mellitus. A review of sixty-three years of medical research and a glimpse into the future?
13471,13477,Ribosomes and DNA in chloroplast,0,16591530,
13550,13559,Telomeres in cloning experiments,0,14617371,
13566,13567,Does evolution by selection require that individuals consciously change behaviour in an effort to suit their genes?,0,16120807,Selectionism and neutralism in molecular evolution.
14225,14226,How to monitor the use of Nootropics?,0,18721399,"Does taking vitamin, mineral and fatty acid supplements prevent cognitive decline? A systematic review of randomized controlled trials."
14225,14226,How to monitor the use of Nootropics?,0,18353672,Cognition enhancers between treating and doping the mind.
14395,14783,Rh factor and dominance of gene,0,19470165,Increased incidence of traffic accidents in Toxoplasma-infected military drivers and protective effect RhD molecule revealed by a large-scale prospective cohort study.
14996,15097,How to determine the actual flux in the human metabolic model of a cell line?,0,19805739,Cell-cell and intracellular lactate shuttles.
15535,15538,S. pyogenes&#39; skin infection diagnostics,0,15862455,Rapid identification of Streptococcus pyogenes with PCR primers from a putative transcriptional regulator gene.
16985,17005,Parallel Autonomic regulation of Cough and Runny Nose,0,1890632,The effects of opiates on the respiratory activity of thoracic motoneurones in the anaesthetized and decerebrate rabbit.
17163,17165,To measure frequencies of eosinophils and neutrophils in airways,0,4305200,
17163,17165,To measure frequencies of eosinophils and neutrophils in airways,0,4305198,
17759,17762,Question about what the liver does NOT do,0,14058264,THE VITAMIN B12 CONTENT OF HUMAN LIVER TISSUE OBTAINED BY ASPIRATION  BIOPSY.
18996,19010,Does melatonin change the appearance of humans?,0,14740000,Melatonin as an antioxidant: biochemical mechanisms and pathophysiological implications in humans.
18996,19010,Does melatonin change the appearance of humans?,0,10650927,"Daily melatonin administration to middle-aged male rats suppresses body weight, intraabdominal adiposity, and plasma leptin and insulin independent of food intake and total body fat."
18996,19010,Does melatonin change the appearance of humans?,0,23467217,Melatonin and human skin aging.
18996,19010,Does melatonin change the appearance of humans?,0,16217127,On the role of melatonin in skin physiology and pathology.
19476,19477,what is the biggest known functional distance between an enhancer and its target gene (TSS) in cis?,0,12837695,A long-range Shh enhancer regulates expression in the developing limb and fin and is associated with preaxial polydactyly.
19476,19477,what is the biggest known functional distance between an enhancer and its target gene (TSS) in cis?,0,17403687,Remote control of gene expression.
20822,20830,Can viruses that normally infect eukaryotic cells also infect bacteria?,0,12798228,Bacteriophage observations and evolution.
20876,20882,Does scratched Teflon coated frying pans contain carcinogens which can cause cancer?,0,12441363,Upregulation of glutathione-related genes and enzyme activities in cultured human cells by sublethal concentrations of inorganic arsenic.
20876,20882,Does scratched Teflon coated frying pans contain carcinogens which can cause cancer?,0,16386858,"Involvement of reactive oxygen species in the immunosuppressive effect of 3-amino-1,4-dimethyl-5H-pyrido[4,3-b]indole (Trp-P-1), a food-born carcinogenic heterocyclic amine."
20876,20882,Does scratched Teflon coated frying pans contain carcinogens which can cause cancer?,0,18500954,The antioxidant role of glutathione and N-acetyl-cysteine supplements and exercise-induced oxidative stress.
20905,20911,Is there any evidence that soft tissue can be preserved for 65m+ years and if not what hypotheses exist to explain it?,0,17148248,Soft tissue and cellular preservation in vertebrate skeletal elements from the Cretaceous to the present.
21100,21958,Chromatids in metaphase?,0,18461479,Atomic force microscopy for imaging human metaphase chromosomes.
21456,21457,Regarding inherited fertility in animals,0,3378453,A fertile mule and hinny in China.
21748,21759,Does applying sugar to the tongue taste buds releave sugar withdrawal symptoms?,0,21481196,Taste receptor signalling - from tongues to lungs.
21821,23516,Epitope annotated protein,0,1722270,
21980,21981,"If DNA is the input, what is the output?",0,32271335,
22006,22019,What studies are there showing the effectiveness of any substance on canine hypertension?,0,17552466,
23087,23090,Cell targets of Glybera,0,22691709,Gene therapy for lipoprotein lipase deficiency.
24191,24192,Why we do not use RNAi to control ebola?,0,21125490,Promises and challenges in developing RNAi as a research tool and therapy.
24265,24267,Exact location of E. coli in human body,0,11976097,Gastrointestinal tract location of Escherichia coli O157:H7 in ruminants.
24638,24669,What is phenotyping of blood during transfusion process?,0,22623834,Red cell phenotyping of blood from donors at the National blood center of Malaysia.
26093,26106,"Evolutionary chronology - if any, which species have evolved in the last 100 years",0,16561548,
26313,26336,Taste of salt water,0,20107438,The cells and peripheral representation of sodium taste in mice.
27617,27623,Plant dependence on CO₂ levels,0,15122010,Contribution of different carbon sources to isoprene biosynthesis in poplar leaves.
29979,29981,What is the role pyruvate carboxylase in lipogenesis?,0,10229653,"Structure, function and regulation of pyruvate carboxylase."
30970,30973,Difficulties understanding a pathway,0,15863380,The MAPK signalling pathways and colorectal cancer.
31336,31337,Heterocyst function in cyanobacteria and its localization,0,11114927,Effect on heterocyst differentiation of nitrogen fixation in vegetative cells of the cyanobacterium Anabaena variabilis ATCC 29413.
31389,31392,Hopeful Monsters in Plants?,0,12907807,Major ecological transitions in wild sunflowers facilitated by hybridization.
31525,31527,Literature that demonstrates organisms have a competitive advantage in numbers,0,24148292,Population size and the rate of evolution.
31525,31527,Literature that demonstrates organisms have a competitive advantage in numbers,0,23298763,"Growth, competition and cooperation in spatial population genetics."
31525,31527,Literature that demonstrates organisms have a competitive advantage in numbers,0,19416834,Larger groups are more successful in innovative problem solving in house sparrows.
31525,31527,Literature that demonstrates organisms have a competitive advantage in numbers,0,21930936,Larger groups of passerines are more efficient problem solvers in the wild.
31891,31892,"Synteny, genetics?",0,23938752,"Identification of an ancient endogenous retrovirus, predating the divergence of the placental mammals."
35026,35046,Why is Benzylpenicillin better in Bacterial Meningitis than Amoxicillin?,0,20930076,Penetration of drugs through the blood-cerebrospinal fluid/blood-brain barrier for treatment of central nervous system infections.
